,state,daily_mileage,brand,model,price,manu_year,engine_capacity,fuel_type,mileage,owner_type,registration_year,insurance_status,seller_type,resale_price,city_tier
222,westbengal,43.61,Bajaj,Pulsar 150,77767,2020,931,Electric,97.82,Third,2023,Not Available,Individual,32074.53,Metro
223,madhyapradesh,56.34,Honda,Unicorn,273211,2018,832,Petrol,56.17,Third,2020,Expired,Individual,122035.75,3
224,karnataka,64.73,Honda,Unicorn,93378,2024,652,Hybrid,93.18,First,2024,Not Available,Individual,47741.69,3
225,westbengal,36.94,Royal Enfield,Himalayan,170910,2024,211,Electric,61.91,Third,2024,Not Available,Individual,103132.98,2
226,karnataka,44.45,Bajaj,Pulsar 150,162651,2018,431,Hybrid,96.12,First,2018,Expired,Individual,91618.92,3
227,maharashtra,47.89,Bajaj,CT 100,245204,2020,244,Hybrid,88.92,First,2020,Expired,Individual,110531.96,1
228,westbengal,37.13,KTM,250 Duke,258174,2020,841,Petrol,36.44,Third,2024,Expired,Dealer,146691.53,3
229,maharashtra,65.71,KTM,390 Adventure,274493,2017,771,Hybrid,69.32,Third,2019,Expired,Dealer,208818.09,3
230,karnataka,42.36,KTM,390 Adventure,288204,2016,641,Electric,66.27,Second,2022,Not Available,Dealer,197776.78,1
231,westbengal,66.6,Hero,Glamour,138595,2016,538,Hybrid,87.12,First,2016,Expired,Dealer,69616.53,3
232,uttarpradesh,15.98,Hero,HF Deluxe,269366,2024,400,Petrol,27.79,First,2024,Active,Individual,145505.07,Metro
233,tamilnadu,18.64,Yamaha,MT-15,185605,2017,603,Hybrid,88.46,Third,2022,Expired,Individual,85728.06,Metro
234,rajasthan,20.82,KTM,390 Adventure,303416,2023,718,Hybrid,74.1,First,2023,Active,Individual,157281.93,2
235,karnataka,74.93,Kawasaki,Ninja 300,70806,2018,473,Electric,82.97,Second,2021,Not Available,Individual,43484.1,Metro
236,karnataka,39.72,Bajaj,Pulsar 150,381773,2017,821,Hybrid,61.34,Third,2021,Active,Individual,218593.41,3
237,karnataka,51.67,KTM,390 Adventure,176529,2021,243,Electric,71.88,Third,2021,Expired,Dealer,76436.96,2
238,gujarat,76.95,Yamaha,FZ V3,365910,2022,656,Hybrid,94.18,Third,2024,Not Available,Individual,180553.32,1
239,karnataka,28.34,KTM,Duke 200,241646,2024,390,Hybrid,72.21,Second,2024,Not Available,Dealer,97027.78,2
240,rajasthan,21.39,Royal Enfield,Interceptor 650,142945,2019,190,Hybrid,73.16,Second,2020,Not Available,Individual,81802.72,1
241,maharashtra,13.87,TVS,Apache RTR 160,127183,2023,286,Hybrid,81.86,Third,2023,Expired,Dealer,87580.71,1
242,gujarat,30.29,Honda,Activa,203623,2018,640,Petrol,47.6,Second,2022,Expired,Individual,104437.95,3
243,punjab,47.58,Kawasaki,Z650,350436,2016,783,Hybrid,80.04,Third,2022,Active,Individual,209018.31,Metro
244,uttarpradesh,13.28,Bajaj,Avenger 220,60422,2022,855,Hybrid,69.41,Third,2024,Active,Individual,37439.43,1
245,karnataka,45.75,Kawasaki,Ninja 300,121141,2024,773,Hybrid,84.92,Second,2024,Active,Dealer,67014.18,Metro
246,tamilnadu,32.82,Hero,Passion Pro,370501,2019,950,Electric,82.01,Second,2019,Not Available,Dealer,153246.94,1
247,tamilnadu,67.25,Yamaha,Ray ZR,338354,2018,971,Petrol,34.95,First,2018,Expired,Individual,216642.3,3
248,westbengal,11.12,Kawasaki,Z650,233705,2018,869,Petrol,25.35,First,2018,Expired,Individual,120190.6,2
249,tamilnadu,36.32,KTM,RC 390,130071,2021,131,Electric,87.36,Third,2023,Active,Dealer,83183.4,1
250,madhyapradesh,46.3,Hero,Glamour,271959,2017,825,Petrol,41.92,First,2017,Not Available,Dealer,170714.74,2
251,maharashtra,42.89,Honda,Activa,146782,2019,697,Electric,65.71,First,2019,Expired,Individual,116707.21,3
252,rajasthan,12.37,KTM,Duke 200,278881,2023,298,Petrol,35.77,Second,2023,Not Available,Dealer,203228.28,2
253,tamilnadu,33.74,Honda,Activa,387696,2020,728,Electric,63.62,First,2020,Active,Dealer,248650.31,1
254,punjab,20.62,Kawasaki,Z650,53111,2021,330,Hybrid,70.99,First,2021,Active,Dealer,36172.87,3
255,punjab,14.47,KTM,250 Duke,294491,2024,729,Petrol,27.17,Third,2024,Expired,Individual,147247.44,1
256,delhi,39.06,Honda,CBR 650R,244338,2017,890,Hybrid,93.68,First,2017,Expired,Dealer,105547.93,1
257,westbengal,47.47,Bajaj,Dominar 400,106027,2020,878,Electric,64.33,Third,2021,Not Available,Individual,48946.7,1
258,tamilnadu,47.82,Bajaj,Pulsar 150,262059,2018,674,Electric,83.2,Second,2023,Not Available,Individual,158611.79,3
259,punjab,52.45,Hero,HF Deluxe,160474,2015,919,Electric,76.03,Third,2022,Not Available,Dealer,84888.54,1
260,delhi,37.82,TVS,Jupiter,399947,2024,280,Electric,93.53,Third,2024,Not Available,Individual,263792.36,2
261,gujarat,70.61,KTM,250 Duke,218063,2023,897,Hybrid,96.16,First,2023,Not Available,Individual,102800.01,Metro
262,maharashtra,45.46,Hero,Glamour,234631,2020,463,Hybrid,87.74,First,2020,Not Available,Dealer,178336.16,1
263,uttarpradesh,76.81,Honda,CBR 650R,358685,2016,928,Petrol,31.11,Third,2021,Not Available,Dealer,286753.77,1
264,tamilnadu,22.16,Honda,CBR 650R,348235,2019,371,Hybrid,90.75,First,2019,Active,Individual,185857.29,Metro
265,uttarpradesh,11.64,Hero,Splendor Plus,192226,2023,184,Petrol,45.22,Third,2024,Not Available,Individual,143342.39,3
266,maharashtra,7.9,KTM,390 Adventure,272350,2022,252,Electric,85.85,Third,2024,Expired,Dealer,181409.72,2
267,uttarpradesh,30.53,KTM,125 Duke,302101,2019,682,Petrol,29.0,Third,2019,Active,Dealer,123879.97,1
268,karnataka,22.21,Kawasaki,Ninja 400,272238,2017,844,Petrol,47.18,Third,2018,Expired,Individual,214272.65,3
269,punjab,12.69,KTM,Duke 200,54432,2017,791,Electric,75.59,First,2017,Active,Dealer,31954.88,3
270,maharashtra,38.46,Yamaha,FZ V3,219420,2015,520,Petrol,33.49,Second,2015,Active,Dealer,123518.34,Metro
271,maharashtra,51.79,TVS,Jupiter,225319,2015,556,Hybrid,76.8,Third,2019,Expired,Dealer,103128.9,Metro
272,gujarat,78.73,Yamaha,FZ V3,82411,2024,935,Hybrid,86.76,Third,2024,Expired,Dealer,45607.08,2
273,tamilnadu,23.46,KTM,RC 390,52478,2016,553,Electric,78.12,Second,2021,Expired,Dealer,23506.38,Metro
274,gujarat,16.89,Bajaj,Platina 110,314409,2020,490,Petrol,32.69,Second,2022,Expired,Individual,152029.42,1
275,tamilnadu,56.89,TVS,Jupiter,135451,2021,121,Petrol,50.99,Third,2024,Not Available,Dealer,75823.25,2
276,punjab,30.51,Yamaha,Ray ZR,161169,2016,542,Hybrid,60.34,First,2016,Expired,Dealer,115123.89,3
277,punjab,72.5,Honda,CBR 650R,130042,2023,204,Petrol,40.29,Second,2024,Expired,Individual,81080.64,Metro
278,gujarat,40.19,KTM,125 Duke,341492,2024,428,Electric,84.84,Second,2024,Expired,Dealer,191932.03,3
279,gujarat,77.75,Bajaj,Pulsar 150,102635,2024,791,Electric,80.34,Third,2024,Expired,Individual,79078.91,1
280,madhyapradesh,19.31,KTM,250 Duke,110759,2019,364,Petrol,53.27,Third,2023,Not Available,Dealer,84368.94,1
281,uttarpradesh,57.13,TVS,Sport,290735,2023,994,Hybrid,62.39,First,2023,Not Available,Dealer,181971.77,3
282,maharashtra,33.33,Kawasaki,Vulcan S,133384,2021,868,Hybrid,92.2,Second,2022,Expired,Individual,67342.32,3
283,delhi,6.23,KTM,125 Duke,89699,2021,783,Electric,93.92,First,2021,Expired,Dealer,43131.88,1
284,uttarpradesh,56.06,Kawasaki,Versys 650,123347,2020,214,Petrol,27.93,Second,2023,Not Available,Dealer,65008.12,Metro
285,karnataka,62.86,Kawasaki,Ninja 300,207047,2020,248,Hybrid,88.33,First,2020,Expired,Dealer,134135.64,1
286,westbengal,9.94,Royal Enfield,Interceptor 650,225007,2016,260,Petrol,31.8,Second,2022,Expired,Dealer,106826.92,2
287,rajasthan,66.41,Honda,Dio,166857,2015,805,Electric,88.38,First,2015,Active,Dealer,112614.08,2
288,karnataka,11.76,Yamaha,R15 V4,79000,2021,546,Electric,72.16,First,2021,Expired,Individual,34751.45,2
289,delhi,34.48,Yamaha,Ray ZR,141709,2022,377,Hybrid,87.17,Third,2022,Active,Individual,80373.16,1
290,tamilnadu,61.93,Royal Enfield,Himalayan,399395,2023,343,Petrol,56.21,Third,2024,Active,Individual,178330.5,Metro
291,gujarat,25.62,Bajaj,Avenger 220,177346,2017,352,Hybrid,84.76,Second,2017,Not Available,Dealer,71646.38,Metro
292,rajasthan,49.08,Hero,Splendor Plus,152392,2023,553,Hybrid,78.84,Second,2024,Not Available,Individual,84385.53,3
293,westbengal,58.16,Yamaha,Fascino 125,263406,2021,924,Electric,96.11,Second,2022,Not Available,Individual,117006.97,2
294,madhyapradesh,8.89,Kawasaki,Versys 650,237648,2020,472,Electric,82.41,Third,2023,Expired,Individual,185487.79,2
295,rajasthan,74.62,Kawasaki,Z650,193414,2023,124,Petrol,50.14,Third,2023,Active,Dealer,87290.44,Metro
296,maharashtra,23.01,Kawasaki,Ninja 400,265123,2017,591,Petrol,57.37,First,2017,Active,Dealer,163847.29,Metro
297,rajasthan,61.81,Hero,HF Deluxe,308713,2024,402,Electric,96.26,Third,2024,Not Available,Individual,229702.91,2
298,delhi,27.55,Bajaj,Platina 110,139029,2017,820,Petrol,53.94,Second,2019,Expired,Individual,92061.05,1
299,rajasthan,41.82,KTM,250 Duke,189781,2021,935,Petrol,39.3,Third,2021,Expired,Dealer,103019.67,3
300,madhyapradesh,62.48,Kawasaki,Versys 650,199105,2022,652,Electric,77.5,First,2022,Expired,Individual,125795.2,1
301,maharashtra,69.94,Kawasaki,Versys 650,227378,2019,963,Electric,65.74,Third,2023,Active,Individual,157371.56,2
302,maharashtra,21.05,KTM,250 Duke,310277,2022,417,Hybrid,69.05,First,2022,Expired,Dealer,150081.69,Metro
303,maharashtra,67.27,Bajaj,Dominar 400,369444,2018,724,Petrol,25.5,Second,2019,Expired,Individual,243530.84,3
304,madhyapradesh,38.28,TVS,Jupiter,396323,2018,417,Electric,97.58,Third,2024,Active,Individual,174281.33,3
305,uttarpradesh,53.67,Hero,Xtreme 160R,242978,2016,325,Hybrid,65.85,Second,2016,Active,Individual,113244.12,1
306,tamilnadu,66.6,Bajaj,Platina 110,215250,2017,968,Petrol,30.1,Third,2022,Active,Individual,130107.12,1
307,punjab,64.23,KTM,Duke 200,219945,2015,122,Petrol,38.85,Second,2019,Not Available,Individual,142909.93,2
308,maharashtra,68.78,Royal Enfield,Classic 350,358443,2018,345,Hybrid,88.93,Second,2024,Expired,Dealer,200632.66,3
309,karnataka,74.58,Honda,Activa,195672,2019,837,Hybrid,99.31,Second,2022,Expired,Dealer,145255.31,Metro
310,maharashtra,58.25,TVS,NTorq 125,112087,2017,576,Electric,84.05,Third,2023,Expired,Dealer,61075.17,1
311,uttarpradesh,20.86,TVS,Sport,197119,2018,201,Hybrid,86.91,First,2018,Expired,Dealer,91158.66,1
312,madhyapradesh,19.99,Royal Enfield,Meteor 350,64802,2018,107,Electric,81.27,Third,2024,Not Available,Individual,28264.55,3
313,rajasthan,26.18,Bajaj,CT 100,68000,2021,109,Electric,63.74,Second,2023,Active,Dealer,30586.37,1
314,madhyapradesh,24.52,Kawasaki,Ninja 300,168650,2017,465,Petrol,58.83,First,2017,Active,Individual,72904.4,2
315,rajasthan,71.56,TVS,NTorq 125,247338,2024,715,Electric,91.15,Third,2024,Active,Individual,173656.85,Metro
316,tamilnadu,20.45,Hero,Splendor Plus,378425,2019,841,Petrol,52.39,Second,2021,Not Available,Individual,162500.49,Metro
317,madhyapradesh,16.21,Hero,HF Deluxe,54587,2022,887,Hybrid,93.46,Second,2024,Not Available,Individual,28706.83,1
318,tamilnadu,59.6,Kawasaki,Ninja 300,112352,2021,327,Petrol,38.2,Third,2024,Not Available,Individual,71251.41,3
319,delhi,17.4,TVS,Sport,257083,2015,691,Petrol,41.6,First,2015,Active,Dealer,158182.16,3
320,westbengal,9.17,Honda,Dio,117032,2024,265,Electric,90.18,Third,2024,Not Available,Individual,81219.18,1
321,rajasthan,46.36,Royal Enfield,Classic 350,83246,2019,975,Petrol,39.31,Third,2021,Not Available,Dealer,64810.36,1
322,uttarpradesh,50.73,Kawasaki,Ninja 300,130066,2022,539,Electric,62.28,Second,2024,Active,Individual,66426.77,1
323,maharashtra,63.18,Yamaha,R15 V4,278282,2024,794,Petrol,40.77,First,2024,Expired,Dealer,117164.19,3
324,gujarat,43.41,TVS,Jupiter,235565,2019,547,Hybrid,83.24,Third,2023,Not Available,Dealer,153002.06,1
325,karnataka,6.59,KTM,390 Adventure,218257,2019,344,Petrol,48.37,Second,2020,Active,Individual,139074.96,Metro
326,rajasthan,34.74,Yamaha,MT-15,365853,2023,154,Hybrid,69.35,Second,2023,Active,Individual,277049.78,1
327,gujarat,13.03,Kawasaki,Versys 650,365838,2019,669,Hybrid,77.57,First,2019,Not Available,Individual,234660.41,1
328,karnataka,5.65,Bajaj,CT 100,361526,2019,208,Hybrid,92.44,Second,2024,Not Available,Dealer,259264.05,2
329,maharashtra,16.54,Hero,Glamour,330747,2022,487,Hybrid,71.73,First,2022,Expired,Individual,244730.04,1
330,punjab,41.52,Bajaj,CT 100,291806,2015,517,Hybrid,89.5,First,2015,Not Available,Individual,187276.82,3
331,maharashtra,6.9,Bajaj,Pulsar 150,160049,2020,310,Hybrid,92.48,First,2020,Not Available,Dealer,73315.98,3
332,rajasthan,12.32,Yamaha,R15 V4,168326,2018,847,Electric,88.79,Third,2023,Not Available,Dealer,81070.11,Metro
333,rajasthan,77.61,Honda,Dio,252818,2021,596,Petrol,29.01,First,2021,Expired,Dealer,175623.86,3
334,karnataka,70.84,TVS,Jupiter,367054,2017,624,Electric,80.88,Third,2018,Active,Individual,219320.14,2
335,westbengal,17.56,TVS,Apache RTR 160,216866,2016,995,Electric,75.62,Second,2017,Not Available,Dealer,115909.81,2
336,tamilnadu,56.42,Honda,Shine,207384,2020,690,Electric,92.26,First,2020,Active,Dealer,165374.15,3
337,tamilnadu,67.95,KTM,RC 390,200700,2019,148,Petrol,33.1,Third,2019,Expired,Dealer,82445.48,3
338,maharashtra,9.23,KTM,390 Adventure,322699,2021,478,Electric,90.53,Third,2024,Active,Individual,255970.46,3
339,delhi,68.53,Hero,Splendor Plus,285679,2024,318,Petrol,31.07,Second,2024,Expired,Individual,117592.57,Metro
340,punjab,37.17,Kawasaki,Ninja 300,333795,2019,916,Electric,93.24,First,2019,Expired,Dealer,266137.07,1
341,punjab,20.77,Hero,Splendor Plus,234756,2018,708,Hybrid,66.0,Second,2024,Not Available,Individual,178216.21,Metro
342,punjab,38.83,KTM,Duke 200,221918,2018,287,Petrol,27.25,First,2018,Active,Dealer,90244.43,2
343,punjab,25.76,Royal Enfield,Classic 350,124143,2017,413,Electric,92.26,First,2017,Active,Dealer,90106.03,3
344,westbengal,54.45,Yamaha,Fascino 125,239514,2020,642,Petrol,39.64,Second,2020,Active,Individual,100321.32,2
345,madhyapradesh,50.84,Kawasaki,Z650,207443,2021,287,Electric,75.41,Third,2024,Not Available,Dealer,98515.44,Metro
346,gujarat,8.98,Honda,CBR 650R,247081,2020,199,Petrol,44.21,First,2020,Active,Dealer,115819.6,2
347,delhi,58.86,TVS,Apache RTR 160,248274,2018,714,Hybrid,95.79,Second,2018,Expired,Individual,126642.89,1
348,uttarpradesh,58.17,Kawasaki,Z650,109723,2018,252,Electric,68.76,Third,2019,Not Available,Dealer,86593.88,1
349,tamilnadu,54.18,Royal Enfield,Himalayan,326969,2022,243,Petrol,28.74,Third,2022,Not Available,Individual,237293.43,3
350,rajasthan,44.47,TVS,Ronin,206799,2022,111,Hybrid,71.31,Third,2022,Not Available,Dealer,147995.37,3
351,rajasthan,74.51,Kawasaki,Ninja 300,202113,2018,624,Hybrid,85.58,Second,2020,Not Available,Individual,104235.21,1
352,madhyapradesh,18.99,Honda,Unicorn,360048,2016,950,Hybrid,85.28,Third,2019,Active,Individual,202920.32,1
353,uttarpradesh,14.89,Honda,CBR 650R,356770,2022,263,Electric,70.98,Second,2024,Expired,Individual,223247.75,1
354,gujarat,68.15,Yamaha,R15 V4,391926,2020,767,Electric,87.19,First,2020,Not Available,Dealer,291269.32,3
355,tamilnadu,5.93,Yamaha,MT-15,383747,2020,569,Hybrid,81.77,Third,2022,Not Available,Dealer,297382.68,3
356,punjab,30.93,Royal Enfield,Interceptor 650,337433,2019,472,Petrol,27.27,Third,2021,Not Available,Dealer,183462.53,3
357,delhi,30.11,Hero,HF Deluxe,149581,2015,681,Hybrid,93.04,First,2015,Expired,Individual,90222.67,1
358,madhyapradesh,20.72,TVS,Ronin,387078,2018,801,Hybrid,78.73,Second,2023,Active,Dealer,244185.8,3
359,madhyapradesh,72.18,Honda,Activa,109212,2019,536,Petrol,44.48,Second,2022,Expired,Dealer,82364.54,2
360,delhi,34.58,Yamaha,Fascino 125,129706,2023,643,Hybrid,84.16,Third,2023,Not Available,Individual,79983.76,1
361,tamilnadu,43.85,Kawasaki,Versys 650,278740,2017,999,Electric,60.99,First,2017,Active,Dealer,147464.2,3
362,punjab,73.52,Hero,Glamour,135694,2022,825,Electric,76.24,Third,2023,Expired,Dealer,92609.89,Metro
363,tamilnadu,29.98,Honda,Shine,377527,2016,363,Petrol,58.42,First,2016,Not Available,Dealer,180076.05,1
364,tamilnadu,22.8,Hero,Glamour,236378,2022,829,Electric,94.39,Second,2023,Active,Dealer,102288.64,1
365,delhi,66.31,Kawasaki,Z650,260095,2021,171,Hybrid,77.08,Second,2023,Not Available,Individual,200074.23,3
366,uttarpradesh,39.96,Honda,Activa,209333,2020,847,Petrol,44.04,Third,2024,Active,Individual,117113.07,2
367,madhyapradesh,37.43,Yamaha,FZ V3,315919,2023,471,Electric,80.68,Second,2024,Expired,Dealer,153144.88,3
368,maharashtra,59.77,Kawasaki,Versys 650,213220,2019,194,Hybrid,90.48,Third,2024,Expired,Individual,121080.49,3
369,tamilnadu,70.42,KTM,250 Duke,385042,2020,656,Petrol,48.41,First,2020,Active,Dealer,227250.32,Metro
370,uttarpradesh,65.78,Hero,Xtreme 160R,367822,2015,491,Electric,89.96,Third,2019,Active,Dealer,252220.8,2
371,rajasthan,28.79,Hero,HF Deluxe,145289,2023,109,Electric,82.43,Third,2024,Active,Dealer,80923.04,Metro
372,westbengal,64.99,TVS,Sport,101424,2018,723,Petrol,54.3,First,2018,Expired,Individual,72380.92,1
373,uttarpradesh,50.0,Yamaha,MT-15,177720,2018,809,Petrol,55.44,Third,2024,Active,Individual,82125.23,3
374,delhi,71.0,TVS,NTorq 125,178749,2022,178,Hybrid,87.92,Third,2024,Active,Dealer,127616.22,3
375,delhi,10.81,Kawasaki,Z650,292338,2020,429,Petrol,35.72,Third,2024,Active,Individual,172342.75,Metro
376,madhyapradesh,57.92,Bajaj,CT 100,175588,2024,960,Electric,64.6,First,2024,Not Available,Individual,133931.85,Metro
377,karnataka,70.63,TVS,Sport,80604,2016,307,Petrol,32.12,Third,2019,Not Available,Individual,33162.09,1
378,gujarat,13.86,Honda,Shine,172611,2016,418,Petrol,33.97,Third,2021,Active,Individual,136999.36,Metro
379,madhyapradesh,29.02,Kawasaki,Z650,250686,2019,273,Petrol,58.83,Second,2021,Active,Individual,113433.94,3
380,gujarat,78.4,KTM,250 Duke,317684,2015,917,Petrol,35.67,First,2015,Not Available,Dealer,171844.98,2
381,delhi,44.35,Honda,Shine,180010,2018,502,Hybrid,72.25,Third,2022,Expired,Dealer,131131.64,2
382,punjab,17.35,TVS,Apache RTR 160,61250,2019,171,Electric,91.99,Third,2021,Expired,Individual,27476.59,2
383,rajasthan,17.55,TVS,Sport,86785,2020,437,Hybrid,95.83,Third,2023,Expired,Dealer,53031.1,Metro
384,punjab,5.93,Kawasaki,Versys 650,321206,2021,385,Hybrid,87.57,Second,2024,Expired,Dealer,219324.45,Metro
385,rajasthan,26.36,Royal Enfield,Interceptor 650,317324,2023,997,Petrol,30.05,Second,2023,Expired,Individual,156133.53,1
386,gujarat,21.92,KTM,125 Duke,51199,2024,314,Petrol,43.54,Third,2024,Not Available,Dealer,38637.65,1
387,punjab,52.02,Royal Enfield,Classic 350,353703,2022,189,Petrol,48.97,Third,2024,Active,Dealer,224629.38,Metro
388,maharashtra,11.84,KTM,RC 390,379899,2022,508,Hybrid,66.66,Third,2022,Not Available,Dealer,228179.65,1
389,tamilnadu,71.08,Honda,Dio,109881,2015,869,Electric,96.16,Third,2024,Not Available,Individual,73987.57,2
390,karnataka,37.26,Honda,Dio,134085,2017,288,Petrol,25.2,Third,2024,Expired,Individual,102709.46,Metro
391,tamilnadu,7.05,Honda,Shine,129340,2019,150,Petrol,50.64,Second,2020,Not Available,Individual,101307.34,3
392,karnataka,72.78,Hero,HF Deluxe,222477,2017,772,Petrol,39.42,First,2017,Expired,Dealer,176682.34,Metro
393,westbengal,22.93,Honda,Unicorn,156889,2020,316,Petrol,46.51,Third,2024,Expired,Dealer,71631.46,3
394,uttarpradesh,70.56,Yamaha,FZ V3,383357,2021,414,Petrol,36.11,Third,2021,Expired,Individual,189807.29,Metro
395,punjab,39.12,Yamaha,Fascino 125,123029,2024,310,Electric,62.87,Third,2024,Active,Individual,49873.12,2
396,rajasthan,16.71,Yamaha,MT-15,122958,2022,657,Electric,82.26,First,2022,Not Available,Dealer,79251.53,Metro
397,tamilnadu,64.66,Bajaj,Dominar 400,198473,2020,192,Petrol,32.17,Third,2022,Not Available,Dealer,123536.0,Metro
398,tamilnadu,50.37,Kawasaki,Vulcan S,369629,2023,979,Petrol,39.04,Second,2023,Not Available,Dealer,190323.93,1
399,delhi,52.41,Yamaha,MT-15,87368,2016,408,Hybrid,76.72,First,2016,Not Available,Individual,38999.91,2
400,tamilnadu,61.11,Hero,Glamour,245356,2020,676,Hybrid,79.23,First,2020,Active,Dealer,157058.5,2
401,maharashtra,62.9,Bajaj,Dominar 400,302614,2022,690,Petrol,32.26,Third,2023,Expired,Individual,233888.27,3
402,karnataka,71.93,Yamaha,FZ V3,169247,2019,157,Petrol,58.31,First,2019,Expired,Dealer,102086.43,2
403,delhi,30.06,Royal Enfield,Hunter 350,365204,2021,469,Electric,96.37,Second,2021,Active,Dealer,245824.44,2
404,karnataka,47.54,TVS,Jupiter,236535,2015,458,Hybrid,99.73,Second,2016,Not Available,Individual,97997.7,Metro
405,punjab,18.36,KTM,390 Adventure,129070,2023,839,Electric,67.85,Second,2023,Active,Dealer,78938.84,Metro
406,rajasthan,34.98,Honda,Activa,132565,2016,457,Hybrid,61.49,First,2016,Not Available,Dealer,84785.84,3
407,karnataka,64.82,Honda,Shine,348422,2016,777,Hybrid,61.07,Third,2016,Active,Dealer,139521.69,2
408,gujarat,18.66,KTM,Duke 200,80979,2015,416,Hybrid,64.05,Third,2018,Not Available,Individual,38335.57,Metro
409,gujarat,26.83,Kawasaki,Versys 650,118442,2018,883,Petrol,53.72,Third,2023,Expired,Individual,70991.64,3
410,karnataka,17.45,TVS,NTorq 125,220126,2017,341,Hybrid,67.02,Second,2017,Not Available,Individual,161810.42,3
411,gujarat,53.83,Honda,Shine,275378,2018,252,Electric,61.77,Third,2019,Active,Dealer,141482.68,1
412,maharashtra,68.49,Hero,Glamour,287128,2016,925,Hybrid,96.27,First,2016,Not Available,Individual,154449.89,2
413,gujarat,24.84,Yamaha,MT-15,78890,2022,418,Petrol,56.01,Second,2024,Expired,Dealer,52984.95,1
414,rajasthan,42.73,Bajaj,CT 100,300772,2018,940,Hybrid,62.47,Third,2018,Not Available,Dealer,137112.82,1
415,tamilnadu,32.52,Honda,CBR 650R,316005,2017,420,Electric,67.08,First,2017,Active,Dealer,177112.59,3
416,karnataka,23.46,Yamaha,R15 V4,284895,2015,679,Petrol,44.77,Third,2023,Expired,Individual,183167.13,1
417,punjab,25.57,Kawasaki,Ninja 400,253102,2018,543,Electric,61.84,Second,2019,Not Available,Individual,114952.95,2
